,ID,content,label
149,150,b'同意给予***办理信用额度500万元，全部为流动资金贷款额度，匹配科技创业贷产品，期限1...,0
150,151,b'提示支行：加强贸易融资业务贸易背景真实性的审核；我行支持的贸易融资业务应全部在我行结算。',0
151,152,b'1.加强与所属集团管辖行的沟通，了解集团整体经营情况和财务情况；关注企业在所属建筑领域的...,0
152,153,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行2016年第14次贷款审批...,0
153,154,b'同意给予***信用额度100万元，全部流动资金贷款额度（不可循环），期限12个月，匹配“...,0
154,155,b'提示支行：1、积极营销客户基本账户转移到我行。2、提高该客户在我行的结算率。',0
155,156,b'同意给予***300万元额度授信，全部为流动资金贷款额度，期限12个月，采用房产最高额抵...,0
156,157,b'同意给予***信用额度300万元，期限12个月，全部流动资金贷款额度，担保方式采用房产抵...,0
157,158,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
158,159,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
159,160,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2020年第107次贷款...,1
160,161,b'同意给予***信用额度500万元，全部为流动资金贷款，匹配科技型小企业信用贷产品，期限1...,0
161,162,b'提示：持续关注纳米比亚项目已完成投资情况及达产时间，在测算企业、项目未来现金流情况的基础...,0
162,163,b'提示：关注经审计的2014年度企业财务数据，如有不利变化，及时重检。',0
163,164,b'三、提示支行：关联企业如有授信需求应及时纳入集团授信管理。',0
164,165,"b'1、境外应优先用于***、***、***及当地政府支持的付款有保证的施工项目,规避国家和...",0
165,166,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行2016年第111次贷款审...,0
166,167,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
167,168,b'提示：关注徐州项目建设进度，避免过度抽取***日常营运资金而影响我行信贷资产安全。',0
168,169,b'提示支行：1.关注关联企业经营变化情况，贷款存续期间如与我行有信贷合作意向，应纳入集团授...,0
169,170,b'关注该公司应收账款期限结构、交易对手及回款情况，充分考虑下游客户行业周期性调整对其回款的...,0
170,171,b'提示：1.贷款优先选择具有政府背景且回款有保障的项目予以支持；我行贷款支持的项目应采取建...,0
171,172,b'提示：1、关注集团内部企业资金往来情况，注意规避关联交易风险；2、关注客户业务分离及集团...,0
172,173,b'同意给予***信用额度授信（成长之路）275万元，期限12个月，其中抵押类流动资金贷款额...,0
173,174,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行2015年第209次贷款审...,0
174,175,b'同意给予***信用额度244万元，其中流动资金贷款额度200万元（善融贷）、保证额度44...,0
175,176,b'你行经CLPM系统申报的业务编号*****的审批事项，经***2016年第11次贷款审批...,0
176,177,b'同意给予***信用额度（成长之路）240万元，期限12个月，全部为流动资金贷款额度（包含...,0
177,178,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
178,179,b'你行经CLPM系统申报的业务编号为KHES1107500002016O00016的审批事...,0
179,180,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行2016年第225次贷款审...,0
180,181,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2017年第29次贷款审...,0
181,182,b'同意给予***信用额度150万元，全部为流动资金贷款额度，匹配善融贷产品，期限12个月，...,0
182,183,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2017年第94次贷款审...,0
183,184,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2018年第31次贷款审...,0
184,185,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2018年第71次贷款审...,0
185,186,b'同意给予***信用额度490万元，全部为流动资金贷款额度，匹配税易贷产品，期限12个月，...,0
186,187,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2019年第43次贷款审...,0
187,188,b'你行经CLPM系统申报的业务编号为*****的审批事项，经***2019年第104次贷款...,0
188,189,b'同意给予***信用额度490万元，全部为流动资金贷款额度，期限12个月，担保方式采用房产...,0
189,190,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
190,191,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
191,192,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
192,193,b'同意给予***信用额度480万元，期限12个月，全部为流动资金贷款额度，其中存量流动资金...,0
193,194,b'你行经CLPM系统申报的业务编号为*****的审批事项，经分行审批人会签审批，已完成审批...,0
194,195,b'同意给予***信用额度480万元，期限12个月，全部为流动资金贷款额度，其中存量流动资金...,0
195,196,b'同意给予***信用额度490万元，全部为流动资金贷款额度，期限12个月，担保方式采用**...,0
196,197,b'同意给予***信用额度490万元，全部为流动资金贷款额度，期限12个月，担保方式采用**...,0
197,198,b'同意给予***信用额度200万元，全部为流动资金贷款额度，匹配税易贷产品，期限12个月，...,0
198,199,b'同意给予***信用额度100万元，期限12个月，全部为流动资金贷款额度，由***提供第三...,0
199,200,b'同意给予***信用额度990万元，全部为流动资金贷款额度，期限12个月，其中580万元额...,0
200,201,b'同意给予***信用额度200万元，全部为流动资金贷款额度，匹配税易贷产品，期限12个月，...,0
